,key,rating,valid_from,valid_to,ranking,deviation,volatility
2578,Wigor,"(1232.8473310942857, 247.7688953459723, 0.060000663773500565)",2017-05-11,2017-05-11,1232.8473310942857,247.7688953459723,0.060000663773500565
2579,Wigor,"(1416.4182229318399, 225.64310044595277, 0.060002990433354)",2017-05-11,2018-05-20,1416.4182229318399,225.64310044595277,0.060002990433354
2580,Wigor,"(1474.146404311383, 204.38472124275464, 0.06000200726517519)",2018-05-20,2018-05-20,1474.146404311383,204.38472124275464,0.06000200726517519
2581,Wigor,"(1631.2586497915456, 195.0495972867225, 0.06000795209241936)",2018-05-20,2022-10-21,1631.2586497915456,195.0495972867225,0.06000795209241936
2582,Wigor,"(1680.0630954026524, 183.52020109100116, 0.060007375190036426)",2022-10-21,2022-10-21,1680.0630954026524,183.52020109100116,0.060007375190036426
2583,Wigor,"(1749.6646762082223, 166.1618494262314, 0.06000690757661353)",2022-10-21,2022-10-21,1749.6646762082223,166.1618494262314,0.06000690757661353
2584,Wigor,"(1736.7242772369057, 160.98349268140348, 0.060006099340091185)",2022-10-21,2022-11-05,1736.7242772369057,160.98349268140348,0.060006099340091185
2585,Wigor,"(1790.1853512147172, 147.97612900864306, 0.06000522868352196)",2022-11-05,2022-11-05,1790.1853512147172,147.97612900864306,0.06000522868352196
2586,Wigor,"(1809.8790247409654, 144.0410615891824, 0.060004559476825516)",2022-11-05,2022-11-05,1809.8790247409654,144.0410615891824,0.060004559476825516
2587,Wigor,"(1776.801688682197, 135.8190322542436, 0.06000347693525685)",2022-11-05,2022-11-05,1776.801688682197,135.8190322542436,0.06000347693525685
2588,Wigor,"(1838.367799540141, 129.26493150786186, 0.06000441803168615)",2022-11-05,2022-11-05,1838.367799540141,129.26493150786186,0.06000441803168615
2589,Wigor,"(1863.8310655404316, 123.66961446362903, 0.06000338085104741)",2022-11-05,2022-11-05,1863.8310655404316,123.66961446362903,0.06000338085104741
2590,Wigor,"(1873.1196632777999, 121.37597336197183, 0.06000259905522612)",2022-11-05,2022-11-05,1873.1196632777999,121.37597336197183,0.06000259905522612
2591,Wigor,"(1900.7359501882004, 116.48380805649512, 0.0600017073427835)",2022-11-05,2022-11-11,1900.7359501882004,116.48380805649512,0.0600017073427835
2592,Wigor,"(1914.8632468211802, 114.283069389025, 0.06000100009417162)",2022-11-11,2022-11-11,1914.8632468211802,114.283069389025,0.06000100009417162
2593,Wigor,"(1920.8731239642507, 113.13041594127972, 0.06000039736131089)",2022-11-11,2022-11-11,1920.8731239642507,113.13041594127972,0.06000039736131089
2594,Wigor,"(1884.2370064756878, 108.61260759386414, 0.059999849489023406)",2022-11-11,2022-11-11,1884.2370064756878,108.61260759386414,0.059999849489023406
2595,Wigor,"(1915.3256791458723, 105.8926559468203, 0.05999965788841202)",2022-11-11,2022-11-12,1915.3256791458723,105.8926559468203,0.05999965788841202
2596,Wigor,"(1882.5392226997067, 103.93554039977126, 0.059999909426496356)",2022-11-12,2023-02-24,1882.5392226997067,103.93554039977126,0.059999909426496356
2597,Wigor,"(1890.1863164722781, 103.19779176846654, 0.0599993388179632)",2023-02-24,2023-02-24,1890.1863164722781,103.19779176846654,0.0599993388179632
2598,Wigor,"(1871.5859311382258, 100.28086185635121, 0.05999836176770296)",2023-02-24,2023-04-06,1871.5859311382258,100.28086185635121,0.05999836176770296
2599,Wigor,"(1885.4244889586028, 98.4387878070111, 0.05999748272620001)",2023-04-06,2023-04-06,1885.4244889586028,98.4387878070111,0.05999748272620001
2600,Wigor,"(1855.44697577869, 96.170434363085, 0.05999736576106477)",2023-04-06,2023-04-06,1855.44697577869,96.170434363085,0.05999736576106477
2601,Wigor,"(1867.2106274444316, 94.4337837625764, 0.059996333092239604)",2023-04-06,,1867.2106274444316,94.4337837625764,0.059996333092239604
2602,Quake,"(1500.0, 350.0, 0.06)",2017-05-11,2019-09-14,1500.0,350.0,0.06
2603,Quake,"(1488.2333825041783, 339.6307133992994, 0.059999795129265746)",2019-09-14,2019-09-14,1488.2333825041783,339.6307133992994,0.059999795129265746
2604,Quake,"(1644.9946533551292, 282.9563451603494, 0.05999979559174039)",2019-09-14,2019-09-14,1644.9946533551292,282.9563451603494,0.05999979559174039
2605,Quake,"(1612.9204434143362, 259.5909315604634, 0.05999896113235788)",2019-09-14,2021-10-14,1612.9204434143362,259.5909315604634,0.05999896113235788
2606,Quake,"(1566.7622449812943, 234.13684849239638, 0.05999788940413992)",2021-10-14,2021-10-14,1566.7622449812943,234.13684849239638,0.05999788940413992
2607,Quake,"(1643.616090580968, 213.91535468711731, 0.05999753949012221)",2021-10-14,2021-12-04,1643.616090580968,213.91535468711731,0.05999753949012221
2608,Quake,"(1663.4269802649362, 205.18003024562483, 0.05999685856523778)",2021-12-04,2021-12-04,1663.4269802649362,205.18003024562483,0.05999685856523778
2609,Quake,"(1619.1523435168947, 187.03536328811794, 0.05999560644460973)",2021-12-04,2021-12-04,1619.1523435168947,187.03536328811794,0.05999560644460973
2610,Quake,"(1537.5194772531079, 173.71647593255003, 0.059996455504844275)",2021-12-04,2022-05-26,1537.5194772531079,173.71647593255003,0.059996455504844275
2611,Quake,"(1587.7720622539093, 161.79047338375227, 0.05999583823069739)",2022-05-26,2022-05-26,1587.7720622539093,161.79047338375227,0.05999583823069739
2612,Quake,"(1626.2673311276546, 154.95158051791955, 0.05999540074719566)",2022-05-26,2022-05-26,1626.2673311276546,154.95158051791955,0.05999540074719566
2613,Quake,"(1581.4626600904132, 144.58809745039977, 0.059994585974586886)",2022-05-26,2022-05-26,1581.4626600904132,144.58809745039977,0.059994585974586886
2614,Quake,"(1673.3764406630742, 140.10157993607513, 0.06000178942497823)",2022-05-26,2022-05-26,1673.3764406630742,140.10157993607513,0.06000178942497823
2615,Quake,"(1694.060960899509, 134.93840297515823, 0.06000066642613677)",2022-05-26,2022-10-21,1694.060960899509,134.93840297515823,0.06000066642613677
2616,Quake,"(1719.5412687695773, 129.1968395141931, 0.05999952138550968)",2022-10-21,2022-10-21,1719.5412687695773,129.1968395141931,0.05999952138550968
2617,Quake,"(1666.1033621866568, 125.27749021121025, 0.0600013661230583)",2022-10-21,2022-11-12,1666.1033621866568,125.27749021121025,0.0600013661230583
2618,Quake,"(1608.312562274846, 121.54728897921797, 0.060004716913872075)",2022-11-12,2023-02-24,1608.312562274846,121.54728897921797,0.060004716913872075
2619,Quake,"(1597.9254964599738, 118.96126747004949, 0.060003561671772676)",2023-02-24,2023-02-24,1597.9254964599738,118.96126747004949,0.060003561671772676
2620,Quake,"(1641.1060359295723, 114.14216526956078, 0.060004974541893664)",2023-02-24,2023-02-24,1641.1060359295723,114.14216526956078,0.060004974541893664
2621,Quake,"(1632.4449115863536, 112.28251525715994, 0.06000391954360378)",2023-02-24,2023-02-24,1632.4449115863536,112.28251525715994,0.06000391954360378
2622,Quake,"(1652.6982842276716, 108.88427859191965, 0.06000278874676602)",2023-02-24,2023-02-24,1652.6982842276716,108.88427859191965,0.06000278874676602
2623,Quake,"(1632.2629664988947, 105.41914800218456, 0.060001562247859026)",2023-02-24,2023-04-06,1632.2629664988947,105.41914800218456,0.060001562247859026
2624,Quake,"(1646.4514050707703, 103.02519067887735, 0.06000026803707851)",2023-04-06,2023-04-06,1646.4514050707703,103.02519067887735,0.06000026803707851
2625,Quake,"(1625.8712715441923, 100.35832321618715, 0.05999942684512073)",2023-04-06,2023-04-06,1625.8712715441923,100.35832321618715,0.05999942684512073
2626,Quake,"(1655.518062230054, 97.82579355843951, 0.06000033726989413)",2023-04-06,2023-04-06,1655.518062230054,97.82579355843951,0.06000033726989413
2627,Quake,"(1663.7366360647068, 96.72163460705382, 0.05999926436236202)",2023-04-06,2023-04-06,1663.7366360647068,96.72163460705382,0.05999926436236202
2628,Quake,"(1644.8718152830015, 94.71641978916281, 0.059998567977271926)",2023-04-06,,1644.8718152830015,94.71641978916281,0.059998567977271926
2629,Lucas,"(1500.0, 350.0, 0.06)",2017-05-11,2020-04-21,1500.0,350.0,0.06
2630,Lucas,"(1337.6891050238826, 290.3189646747521, 0.06)",2020-04-21,,1337.6891050238826,290.3189646747521,0.06
2631,Rule,"(1500.0, 350.0, 0.06)",2017-05-11,2023-06-24,1500.0,350.0,0.06
2632,Rule,"(1662.3108949761174, 290.3189646747521, 0.06)",2023-06-24,2023-06-24,1662.3108949761174,290.3189646747521,0.06
2633,Rule,"(1490.9743722487935, 242.3657146909399, 0.06000082794499371)",2023-06-24,,1490.9743722487935,242.3657146909399,0.06000082794499371
2634,Lil Denios,"(1500.0, 350.0, 0.06)",2017-05-11,2017-05-11,1500.0,350.0,0.06
2635,Lil Denios,"(1616.6419202428, 286.9272066273942, 0.05999919203103654)",2017-05-11,2017-05-11,1616.6419202428,286.9272066273942,0.05999919203103654
2636,Lil Denios,"(1501.2051456272472, 245.66596370798567, 0.05999881176469043)",2017-05-11,2017-05-11,1501.2051456272472,245.66596370798567,0.05999881176469043
2637,Lil Denios,"(1543.600353730523, 226.35778478064552, 0.05999787811875914)",2017-05-11,,1543.600353730523,226.35778478064552,0.05999787811875914
2638,Kleju,"(1500.0, 350.0, 0.06)",2017-05-11,2022-10-21,1500.0,350.0,0.06
2639,Kleju,"(1294.599264786962, 265.83443279033645, 0.06000099668173622)",2022-10-21,2022-11-05,1294.599264786962,265.83443279033645,0.06000099668173622
