Date,Event,Category,Method,Gender,Round_Number,Judge,Winner_In_Round,Overall,Technique_Physical,Variety_Artistic,Performance_Interpretive,Musicality,Creativity,Personality,color
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kadoer,Jasper,3.8,2.0,0.0,2.0,2.27,1.0,0.53,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Katsu One,Lilbom,6.13,4.0,1.07,1.2,0.0,3.6,1.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Mary,Lilbom,0.67,1.4,0.93,1.0,0.0,0.8,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Max,Lilbom,9.93,3.8,1.6,6.8,1.87,0.0,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Yang,Lilbom,7.27,2.0,1.2,0.8,0.53,1.8,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kadoer,Marlone,7.07,1.4,1.07,2.6,1.47,0.0,0.53,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Katsu One,Marlone,8.8,3.4,0.0,3.2,0.0,2.2,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Mary,Marlone,5.0,0.0,0.0,3.4,1.6,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Max,Marlone,17.0,2.0,3.47,4.6,4.53,2.4,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Yang,Marlone,1.6,1.2,0.8,1.0,1.73,2.2,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kujo,Amir,4.4,4.6,1.6,3.2,0.8,5.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Lildragon,Amir,1.4,0.0,1.47,0.0,0.0,2.2,0.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Skim,Amir,12.0,5.4,3.2,0.6,2.13,3.6,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Valentine,Amir,4.33,0.8,0.8,1.0,0.0,1.2,0.53,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Xedo,Amir,0.87,2.6,0.0,0.0,0.0,2.4,0.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kujo,Woosong,1.67,0.0,0.0,1.0,1.33,2.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Lildragon,Vero,0.73,1.8,2.53,0.0,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Skim,Vero,9.73,4.0,0.67,1.6,0.27,2.4,0.8,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Valentine,Woosong,3.53,1.2,0.0,0.0,0.0,1.0,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Xedo,Vero,4.93,1.0,0.0,0.0,1.07,1.8,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kujo,Sunni,9.13,1.6,1.33,2.8,2.27,4.6,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Lildragon,Sunni,0.47,1.6,0.27,0.0,0.0,1.4,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Skim,Sunni,5.67,4.6,0.4,1.2,0.0,2.4,1.87,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Valentine,Sunni,3.27,2.6,0.8,0.0,1.07,1.6,0.4,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Xedo,Sunni,1.13,0.6,0.0,0.0,0.0,1.6,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kadoer,Kalmius,0.73,2.0,0.0,0.0,0.93,1.0,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Katsu One,Lil G,1.33,1.4,0.67,1.4,1.07,0.0,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Mary,Kalmius,0.13,1.2,0.93,0.4,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Max,Kalmius,0.67,1.0,1.47,3.4,0.93,1.6,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Yang,Lil G,1.2,2.4,1.07,0.8,0.67,1.6,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kujo,Morris,0.93,0.0,1.6,1.6,1.47,2.4,1.87,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Lildragon,Morris,0.53,1.4,1.2,1.8,0.0,0.0,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Skim,Morris,7.67,1.4,1.87,0.0,0.8,0.0,3.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Valentine,Morris,2.33,1.0,0.0,1.0,1.6,1.0,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Xedo,Lilma,0.27,2.2,0.27,0.6,0.27,0.4,1.6,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kadoer,Issin,4.93,4.0,0.0,1.6,0.0,0.0,0.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Katsu One,Issin,6.2,2.8,0.0,2.8,0.0,2.2,1.6,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Mary,Issin,4.6,3.2,0.0,1.4,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Max,Issin,3.13,2.2,1.6,0.0,0.0,0.0,0.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Yang,Issin,6.0,1.6,1.07,1.2,0.0,1.2,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kadoer,Lagaet,6.07,0.2,0.53,2.4,0.53,2.4,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Katsu One,Lagaet,1.07,0.6,1.73,0.6,0.53,0.8,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Mary,Lagaet,0.67,1.8,0.0,1.6,0.0,3.4,0.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Max,Lagaet,4.4,0.8,1.6,0.0,1.2,0.8,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Yang,Lagaet,2.33,1.4,0.67,0.6,0.67,0.6,1.2,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kadoer,Lil Zoo,4.2,0.8,0.0,3.0,0.93,0.0,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Katsu One,Lil Zoo,1.87,1.6,2.13,2.6,1.07,3.0,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Mary,Lil Zoo,5.07,0.0,0.0,3.0,0.0,1.0,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Max,Lil Zoo,3.6,1.0,1.47,2.2,0.27,1.6,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Yang,Lil Zoo,5.73,3.2,0.8,1.4,0.0,1.0,0.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kujo,Issei,2.93,3.2,2.0,2.8,1.33,1.6,2.13,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Lildragon,Issei,0.8,3.2,0.8,0.0,0.0,1.6,1.6,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Skim,Issei,7.53,8.2,1.47,4.6,1.07,1.8,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Valentine,Issei,1.67,1.6,0.8,0.0,0.93,1.0,0.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Xedo,Issei,0.67,2.8,0.0,1.6,1.07,1.6,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kujo,Intact,8.47,2.2,0.27,2.8,1.73,1.2,0.27,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Lildragon,Intact,0.13,0.0,1.73,0.0,0.0,1.6,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Skim,Intact,1.93,1.6,0.0,2.2,0.8,1.2,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Valentine,Double D,2.87,0.0,0.0,0.0,0.13,2.6,0.4,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Xedo,Intact,6.33,2.2,0.0,1.0,1.33,1.8,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kadoer,X-Rain,1.33,3.2,0.27,0.4,1.07,1.6,1.2,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Katsu One,X-Rain,2.33,1.2,1.07,1.8,0.0,0.8,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Mary,X-Rain,6.33,1.6,2.13,2.6,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Max,Sheku,0.0,2.6,0.93,0.8,1.73,1.4,2.13,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Yang,X-Rain,2.4,2.6,0.8,1.0,0.8,1.6,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Kujo,Leony,3.93,1.4,1.07,1.8,1.2,0.6,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Lildragon,Leony,2.33,2.4,1.2,1.8,0.0,2.4,1.87,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Skim,Leony,1.07,6.0,4.13,4.4,0.8,3.2,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Valentine,Leony,1.07,1.8,0.27,0.0,0.4,1.0,0.4,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 64 PreQualifier,trivium,Male,r1,Xedo,Moa,0.27,1.2,0.0,1.2,1.73,0.0,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Phil Wizard,12.2,2.6,0.0,3.4,0.93,4.2,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Phil Wizard,2.67,0.4,1.47,0.8,1.2,1.6,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Phil Wizard,11.27,0.4,0.27,0.0,2.67,5.8,2.13,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Phil Wizard,8.13,0.2,2.53,0.0,0.0,3.4,2.4,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Phil Wizard,1.8,0.0,0.0,0.0,0.0,1.8,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Phil Wizard,13.6,1.2,1.47,0.0,1.2,8.0,1.73,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Wigor,0.13,2.0,0.13,0.0,0.4,1.2,0.4,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Phil Wizard,3.6,2.4,0.0,2.0,1.2,1.6,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Phil Wizard,4.4,1.8,0.8,1.6,0.67,1.8,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Gravity,6.67,0.0,0.0,0.0,1.47,3.6,1.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Gravity,11.6,1.8,1.2,2.2,2.67,2.4,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Gravity,7.07,1.6,0.53,1.2,1.33,2.4,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Gravity,6.2,3.4,1.6,1.2,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Gravity,4.8,0.4,0.0,2.0,1.07,1.2,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Gravity,10.67,6.0,1.87,0.0,0.0,0.0,2.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Gravity,5.87,0.8,0.0,1.4,0.93,1.4,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Gravity,3.93,1.8,0.0,2.4,0.0,1.2,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Gravity,7.2,1.8,0.8,1.4,0.93,1.2,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Jeffro,0.8,5.8,0.67,1.8,0.67,2.4,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Jeffro,5.07,0.0,1.33,0.0,0.93,1.6,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Jeffro,9.07,1.2,1.07,1.6,1.2,5.6,2.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Jeffro,1.4,3.2,2.4,0.0,0.0,2.2,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Jeffro,1.07,2.2,0.8,0.8,0.53,2.2,0.53,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Jeffro,0.8,2.2,0.53,0.0,1.47,2.6,3.6,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Jeffro,3.8,1.2,1.87,1.2,0.67,0.6,0.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Jeffro,4.47,0.4,0.0,1.0,1.33,1.6,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Jeffro,3.13,2.4,0.93,1.0,0.53,2.0,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Daniel,0.4,2.2,1.07,1.8,0.93,1.6,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Marlone,0.33,1.4,0.8,1.4,0.8,1.4,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Daniel,8.4,1.6,2.8,0.6,0.27,0.6,2.53,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Daniel,4.67,2.0,1.07,1.6,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Marlone,1.4,1.4,0.0,0.0,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Daniel,1.33,2.6,1.87,2.4,0.0,1.8,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Marlone,5.13,0.8,2.8,1.2,0.93,1.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Marlone,3.47,1.2,0.0,1.6,0.0,1.6,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Daniel,1.33,2.0,1.47,1.0,0.53,0.2,0.8,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Zooty Zoot,1.2,1.6,0.8,1.4,0.0,1.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Zooty Zoot,0.27,2.4,1.6,1.6,0.0,1.2,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Amir,4.2,3.0,0.0,4.6,0.0,0.6,4.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Zooty Zoot,0.13,0.0,4.13,0.0,0.0,4.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Amir,1.0,1.0,0.0,0.0,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Zooty Zoot,0.93,1.6,2.93,2.6,0.0,3.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Amir,3.27,1.0,0.0,0.0,0.93,2.8,0.53,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Zooty Zoot,2.13,0.0,0.0,2.6,0.0,1.4,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Zooty Zoot,1.87,2.4,1.07,0.6,0.4,1.0,0.4,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Vero,3.87,1.2,0.8,1.8,1.73,1.4,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Kuzya,2.4,0.0,0.0,1.6,0.0,0.0,0.8,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Kuzya,3.2,4.4,2.0,0.0,2.8,0.8,2.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Kuzya,2.93,1.6,2.13,0.0,0.0,2.4,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Kuzya,1.93,0.0,0.0,1.4,0.53,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Kuzya,1.93,3.0,0.8,0.0,0.0,5.2,3.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Kuzya,0.07,1.6,1.07,1.6,0.4,0.6,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Vero,3.53,2.6,0.0,0.0,0.0,2.0,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Vero,2.4,2.0,1.2,1.0,1.2,1.4,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Ra1on,1.47,2.2,1.47,2.2,0.93,2.0,1.47,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Sunni,3.8,2.0,1.73,0.0,2.13,3.4,1.2,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Ra1on,7.67,4.0,1.87,6.0,2.53,3.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Ra1on,8.13,3.2,2.13,0.0,0.0,2.8,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Ra1on,0.8,1.0,0.67,1.0,0.67,1.2,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Ra1on,4.87,5.2,1.33,1.4,0.4,0.8,1.47,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Ra1on,4.33,2.8,0.8,0.8,0.27,1.4,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Ra1on,4.0,3.2,0.0,2.4,0.0,1.6,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Sunni,11.07,2.0,1.07,2.6,0.67,2.6,2.13,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Kalmius,0.2,0.4,0.93,1.0,2.53,2.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Khalil,1.47,0.4,1.2,1.2,0.8,0.8,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Kalmius,9.87,2.2,1.2,2.2,1.07,2.8,0.4,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Khalil,0.73,2.2,1.47,0.0,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Kalmius,2.0,1.0,0.0,1.0,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Khalil,1.2,2.4,0.8,0.0,0.0,2.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Khalil,3.2,1.8,0.4,1.0,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Kalmius,3.07,1.6,0.0,1.6,1.47,0.0,1.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Kalmius,0.8,1.4,0.93,1.0,0.0,1.6,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Morris,0.33,2.2,0.0,2.4,2.53,0.0,2.4,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Dany Dann,6.0,2.2,0.0,1.6,0.0,2.2,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Dany Dann,21.27,5.2,1.07,5.4,2.4,5.2,2.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Dany Dann,6.8,1.6,1.07,3.6,1.87,0.0,1.87,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Morris,3.0,2.0,0.0,0.0,0.0,1.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Dany Dann,4.87,1.8,1.33,1.6,2.0,0.0,1.73,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Dany Dann,5.4,3.2,0.67,0.0,0.4,0.6,0.53,red
