Date,Event,Category,Method,Gender,Round_Number,Judge,Winner_In_Round,Overall,Technique_Physical,Variety_Artistic,Performance_Interpretive,Musicality,Creativity,Personality,color
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Dany Dann,2.13,2.2,0.0,0.0,1.47,1.4,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Morris,3.0,0.6,0.8,1.4,0.4,1.8,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Lussy Sky,0.87,6.8,0.0,2.0,0.8,2.6,2.27,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Lussy Sky,5.13,2.0,1.2,2.0,0.93,1.4,1.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Lussy Sky,2.6,5.0,0.67,1.2,1.6,2.8,2.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Issin,0.47,4.2,1.87,0.0,0.0,1.6,0.27,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Lussy Sky,1.13,2.0,0.0,0.0,0.0,2.6,0.53,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Lussy Sky,5.8,3.0,2.13,1.0,2.13,3.8,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Lussy Sky,7.13,1.0,0.67,0.0,0.93,2.8,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Lussy Sky,2.33,3.0,0.0,1.2,1.2,2.0,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Lussy Sky,3.07,2.6,0.8,1.4,0.93,1.6,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Xak,4.87,1.0,0.93,2.6,0.4,2.2,1.6,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Xak,5.2,2.4,0.0,1.8,1.6,1.0,1.6,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Xak,4.4,0.0,1.47,5.2,1.73,2.4,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Xak,3.47,0.8,2.27,2.0,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Xak,0.6,1.0,0.0,1.0,0.0,1.4,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Xak,2.6,3.2,0.4,2.6,0.0,2.8,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Lagaet,3.47,2.8,0.67,0.4,0.53,1.2,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Xak,4.13,0.0,0.0,3.0,0.0,1.8,0.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Lagaet,2.47,2.2,0.4,0.8,0.0,1.2,0.27,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Kill,0.87,3.4,1.47,1.6,1.07,1.6,2.13,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Kill,1.4,2.0,0.93,2.2,0.67,0.0,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Lil Zoo,7.53,4.6,0.93,5.6,1.33,1.6,2.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Lil Zoo,1.13,3.6,2.8,0.2,0.0,0.0,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Kill,0.6,1.8,0.0,1.2,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Kill,2.6,4.2,1.6,0.0,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Kill,2.53,3.8,0.0,1.0,0.8,0.0,1.47,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Kill,2.73,2.6,0.0,1.6,0.0,0.0,1.47,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Kill,1.73,4.2,0.0,0.6,0.4,1.2,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Victor,7.13,1.8,1.6,2.6,2.13,2.6,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Victor,0.67,1.4,0.8,1.6,0.8,0.2,0.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Victor,8.73,1.8,0.93,1.2,0.67,5.6,1.47,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Victor,2.4,1.4,2.4,0.0,0.0,1.4,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Victor,4.87,1.6,0.0,0.0,1.07,2.2,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Victor,1.87,2.2,0.67,0.8,0.0,1.8,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Victor,5.27,3.0,1.07,0.0,0.0,1.2,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Victor,4.4,1.8,0.0,1.4,0.0,2.0,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Issei,1.93,3.0,0.93,1.2,0.67,1.6,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Intact,0.53,1.6,0.93,0.4,0.27,0.8,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Intact,1.4,1.6,1.73,2.0,0.8,1.8,0.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Lilbom,3.47,4.8,2.13,1.2,1.2,1.6,2.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Lilbom,5.47,3.4,1.6,0.0,1.73,2.2,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Lilbom,1.67,1.4,0.0,0.0,0.0,0.0,0.27,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Intact,3.27,2.2,0.0,0.0,2.67,2.8,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Lilbom,2.2,3.0,0.0,0.6,0.0,1.4,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Lilbom,0.13,2.8,0.0,0.0,1.47,1.2,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Lilbom,0.27,4.8,0.93,1.6,0.67,2.0,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Leon,11.07,2.0,1.47,2.2,0.93,3.4,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Leon,6.67,0.0,0.53,2.4,2.27,0.0,1.47,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Leon,9.33,0.0,1.73,2.8,1.07,2.0,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Leon,12.4,3.6,2.0,2.8,0.0,2.4,1.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Leon,4.87,0.0,0.0,2.2,1.07,1.6,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Leon,4.53,2.8,1.73,0.0,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Leon,4.8,2.0,0.0,2.0,0.0,0.0,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Leon,5.53,1.8,0.0,1.4,0.0,1.4,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Leon,9.47,2.0,0.8,2.0,1.07,2.0,1.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kadoer,Shigekix,9.47,5.6,0.93,2.8,0.0,2.4,2.53,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Katsu One,Shigekix,14.33,3.6,1.2,4.4,1.2,2.6,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Kujo,Shigekix,17.2,8.6,2.13,1.4,3.33,1.2,2.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Lildragon,Shigekix,7.13,3.4,1.73,3.6,0.0,1.6,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Mary,Shigekix,4.6,1.8,0.27,1.6,0.27,0.4,0.27,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Skim,Shigekix,18.93,9.2,3.6,4.4,0.0,0.0,1.73,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Valentine,Shigekix,5.13,2.6,0.67,0.6,0.4,0.2,0.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Xedo,Shigekix,4.8,4.0,0.0,1.6,0.0,0.0,0.8,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 32 PreQualifier,trivium,Male,r1,Yang,Shigekix,3.13,2.0,1.07,1.0,0.0,0.0,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kadoer,Gravity,2.13,2.6,0.93,3.2,1.6,2.2,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Katsu One,Gravity,7.47,3.0,0.0,1.6,0.67,2.2,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kujo,Gravity,0.67,4.6,2.13,1.6,1.87,4.6,0.67,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Lildragon,Lussy Sky,0.4,2.4,2.8,0.0,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Mary,Gravity,3.87,0.0,0.0,1.8,0.0,3.4,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Skim,Lussy Sky,5.87,0.0,1.87,2.8,0.0,1.2,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Valentine,Lussy Sky,2.93,0.0,0.0,0.0,0.67,0.8,1.47,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Xedo,Lussy Sky,1.87,0.0,0.0,0.0,1.07,0.0,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Yang,Gravity,4.73,1.6,1.2,0.0,0.0,1.4,0.53,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kadoer,Lussy Sky,3.07,1.2,0.0,1.2,1.6,2.8,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Katsu One,Lussy Sky,4.6,2.0,1.07,0.4,1.07,1.0,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kujo,Lussy Sky,5.67,2.4,1.47,3.8,0.27,4.0,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Lildragon,Lussy Sky,1.8,2.2,2.93,0.0,0.0,0.0,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Mary,Gravity,3.13,1.6,0.0,1.0,0.53,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Skim,Gravity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Valentine,Lussy Sky,0.93,1.6,0.0,0.0,0.0,0.8,1.73,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Xedo,Lussy Sky,4.13,0.0,0.0,1.2,0.0,2.0,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Yang,Gravity,0.6,1.2,1.2,0.8,0.53,1.8,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kadoer,Gravity,4.93,0.0,1.6,2.0,0.0,0.8,2.13,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Katsu One,Gravity,3.8,2.0,1.73,2.0,0.0,1.0,0.53,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kujo,Gravity,5.0,8.2,3.07,2.8,4.0,6.0,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Lildragon,Zooty Zoot,0.07,2.4,1.07,0.0,0.0,1.4,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Mary,Gravity,7.73,2.4,0.27,2.4,2.0,0.4,0.27,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Skim,Gravity,3.67,2.6,0.0,0.0,0.0,0.0,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Valentine,Gravity,4.73,2.2,1.07,0.0,0.0,0.0,1.47,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Xedo,Gravity,1.87,2.4,0.0,0.0,0.0,1.6,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Yang,Gravity,3.2,2.6,1.07,1.0,0.67,3.2,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kadoer,Gravity,2.87,1.6,0.8,0.0,3.07,2.2,1.2,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Katsu One,Gravity,5.0,1.0,1.33,1.6,1.07,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kujo,Zooty Zoot,10.53,2.0,3.73,0.4,2.4,6.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Lildragon,Gravity,2.2,2.2,0.0,0.0,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Mary,Gravity,4.47,2.8,0.0,0.6,1.07,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Skim,Zooty Zoot,3.6,0.0,0.8,2.8,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Valentine,Gravity,0.33,0.0,0.0,0.0,1.07,1.4,0.67,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Xedo,Zooty Zoot,1.2,0.0,0.0,1.0,0.0,1.0,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Yang,Gravity,5.53,1.2,0.8,1.2,0.0,1.4,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kadoer,Lussy Sky,3.07,3.4,0.0,0.0,3.07,2.2,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Katsu One,Lussy Sky,8.13,2.2,1.2,3.0,2.0,2.8,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kujo,Lussy Sky,10.53,4.0,1.33,2.2,3.6,4.2,3.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Lildragon,Zooty Zoot,0.33,0.0,2.53,0.0,0.0,2.2,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Mary,Zooty Zoot,1.4,3.0,0.0,1.6,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Skim,Lussy Sky,5.2,2.8,2.0,3.0,0.0,2.2,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Valentine,Lussy Sky,2.13,2.4,0.0,1.2,2.4,0.0,0.93,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Xedo,Lussy Sky,0.33,2.4,0.0,2.0,1.2,1.8,1.33,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Yang,Lussy Sky,4.2,3.2,1.6,1.4,0.8,2.0,1.6,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kadoer,Lussy Sky,0.73,3.8,1.33,0.0,3.2,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Katsu One,Zooty Zoot,4.47,3.8,1.73,0.0,0.0,0.0,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kujo,Lussy Sky,2.13,3.6,0.0,2.8,1.87,1.2,2.27,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Lildragon,Zooty Zoot,0.93,0.0,0.93,0.0,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Mary,Lussy Sky,2.6,0.8,0.0,1.8,0.0,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Skim,Zooty Zoot,2.2,0.0,0.0,0.0,0.0,2.2,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Valentine,Zooty Zoot,0.6,3.2,0.13,1.4,0.53,0.0,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Xedo,Lussy Sky,1.67,2.6,0.0,2.0,1.2,0.0,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Yang,Zooty Zoot,3.33,2.0,0.8,0.0,0.0,0.0,0.53,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kadoer,Khalil,0.53,0.8,2.0,0.0,1.2,2.4,1.07,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Katsu One,Zooty Zoot,3.07,1.4,1.6,1.0,0.0,0.4,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kujo,Zooty Zoot,3.27,3.6,2.4,2.2,2.0,3.6,1.07,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Lildragon,Zooty Zoot,2.47,1.6,1.47,0.0,0.0,2.6,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Mary,Zooty Zoot,3.0,0.4,0.0,0.0,0.0,3.4,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Skim,Zooty Zoot,3.6,1.8,0.0,1.8,0.0,0.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Valentine,Khalil,5.07,3.2,0.0,0.0,1.87,0.0,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Xedo,Zooty Zoot,3.53,0.0,0.0,1.0,0.0,1.6,0.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Yang,Zooty Zoot,7.6,2.6,0.8,1.2,0.8,1.4,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kadoer,Khalil,2.07,3.6,0.67,0.4,0.27,1.8,0.27,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Katsu One,Zooty Zoot,1.07,0.6,0.4,1.4,0.0,0.0,1.33,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Kujo,Khalil,7.27,2.2,0.0,1.8,1.47,0.6,1.2,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Lildragon,Zooty Zoot,1.6,0.0,0.0,0.0,0.0,1.6,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Mary,Zooty Zoot,0.6,1.0,0.0,1.0,0.0,2.6,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Skim,Zooty Zoot,2.2,0.0,0.0,1.2,0.0,1.0,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Valentine,Khalil,5.0,2.2,0.0,0.0,1.2,1.6,0.0,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Xedo,Zooty Zoot,2.4,0.0,0.0,0.0,0.0,1.6,0.8,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r2,Yang,Zooty Zoot,2.0,1.0,0.93,0.0,0.67,0.6,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kadoer,Lussy Sky,4.47,1.4,0.0,0.0,1.6,2.4,1.87,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Katsu One,Lussy Sky,2.87,0.0,0.67,1.6,0.0,1.4,2.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Kujo,Khalil,0.2,3.0,2.27,3.4,2.27,3.4,2.8,red
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Lildragon,Lussy Sky,5.73,0.0,1.6,0.0,1.73,2.4,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Mary,Lussy Sky,3.6,1.0,0.0,1.4,0.0,3.2,0.0,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Skim,Lussy Sky,6.53,2.2,0.0,3.8,0.0,0.0,4.93,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Valentine,Lussy Sky,0.53,4.0,0.4,1.6,0.0,1.2,2.13,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Xedo,Lussy Sky,1.8,1.8,0.0,0.0,0.0,2.0,1.6,blue
2022-10-21,WDSF World Championship 2022 - Seoul,B-Boys Top 16 Round Robin Group D,trivium,Male,r1,Yang,Lussy Sky,2.93,1.2,0.27,2.0,0.27,0.4,1.2,blue
